name,printings,rarity
Tuskguard Captain,"2X2, C16, CM2, CMM, KTK, ZNC",common
Abzan Ascendancy,"2X2, C20, KTK, PKTK",rare
Abzan Charm,"2X2, C16, C20, DMC, KTK, PLST",uncommon
Anguished Unmaking,"2X2, LTC, OTP, PIP, PRM, PSOI, SIR, SLD, SOI, TDC",rare
Ashen Rider,"2X2, AFC, PIO, THS",rare
Assassin's Trophy,"2X2, ACR, GRN, MKM, PGRN, PMKM, PRM, SLD",rare
"Aurelia, the Warleader","2X2, FDN, GK1, GTC, MUL, V15",mythic
Bear's Companion,"2X2, KTK, PLST",uncommon
Bring to Light,"2X2, BFZ, PBFZ, PIO, PRM",rare
Call to the Feast,"2X2, XLN",common
Cartel Aristocrat,"2X2, GTC, PIO, RVR",common
Conclave Mentor,"2X2, M21, MOC, PLST",uncommon
Crackling Doom,"2X2, C16, C17, C20, KTK, PKTK",uncommon
Dragonlord Dromoka,"2X2, DTK, PDTK, PIO, PLST, PRM, SLD, TDC",mythic
Dragonlord Silumgar,"2X2, DTK, PDTK, PIO, SLD, SLP",mythic
Dreg Mangler,"2X2, DDJ, PIO, PRTR, RTR",common
Drogskol Reaver,"2X2, DKA, FDN",rare
"Elenda, the Dusk Rose","2X2, LCC, PLST, PRIX, PRM, RIX, SLD",mythic
Fireblade Artist,"2X2, RNA",common
Firesong and Sunspeaker,"2X2, DOM, MUL, PZ2",rare
Glowspore Shaman,"2X2, GRN, RVR",common
Grim Flayer,"2X2, DSC, EMN, PEMN, PRM, SIR",rare
Heroic Reinforcements,"2X2, FDN, M19, ONC, PIP",uncommon
Hostage Taker,"2X2, AFC, LCC, LTC, MB2, OTC, PRM, PXLN, XLN",rare
Hydroid Krasis,"2X2, CLU, M3C, MKC, PRNA, RNA, SLD",rare
Jeskai Ascendancy,"2X2, KTK, PKTK",rare
Jeskai Charm,"2X2, KTK",uncommon
"Jodah, Archmage Eternal","2X2, DOM, PDOM",rare
"Judith, the Scourge Diva","2X2, CMM, MUL, PRNA, RNA",rare
Kaalia of the Vast,"2X2, 2XM, CM1, CMA, CMD, MH3, OCMD, PRM, PZ1, SLD",mythic
"Kambal, Consul of Allocation","2X2, KLD, KLR, PKLD",rare
League Guildmage,"2X2, GRN",uncommon
Lightning Helix,"2X2, DDH, DDN, E02, GK1, HOP, IMA, MKM, MMA, P06, PLST, PRM, PWCS, RAV, RVR, SLC, STA",uncommon
Lord of Extinction,"2X2, AKR, ARB, MP2, PUMA, TDC, UMA",mythic
Lotleth Troll,"2X2, C15, CMA, GK1, PIO, RTR",uncommon
Lyev Skyknight,"2X2, GK2, PIO, RTR",common
Martial Glory,"2X2, GK1, GTC, PIO, PLST",common
"Muldrotha, the Gravetide","2X2, CMR, DOM, FDN, PDOM, PFDN, PLST, PRM",mythic
"Nicol Bolas, God-Pharaoh","2X2, AKR, HOU, PHOU, PS17, SLC",mythic
Prized Amalgam,"2X2, PSOI, SIR, SOI, TSR",rare
Psychic Symbiont,"2X2, M19",uncommon
River Hoopoe,"2X2, AKR, HOU, PLST",uncommon
"Ruric Thar, the Unbowed","2X2, A25, DGM, GK2, PIO",rare
"Sidisi, Brood Tyrant","2X2, CMM, KTK, PKTK",rare
Sultai Soothsayer,"2X2, KTK, PLST",uncommon
Tenth District Legionnaire,"2X2, PIO, WAR",common
Thousand-Year Storm,"2X2, FDN, GRN, PFDN, PGRN, PRM",rare
Villainous Wealth,"2X2, C20, KTK, OTC, OTP, PKTK",rare
Wilt-Leaf Liege,"2X2, FDN, MM2, SHM",rare
Firemind Vessel,"2X2, CMM, PLST, WAR",uncommon
Panharmonicon,"2X2, DRC, J22, KLD, KLR, PIP, PKLD, PLST, PRM, SLD, TSR",rare
Planar Bridge,"2X2, AER, KLR, MPS, PAER, SLD",rare
Traveler's Amulet,"2X2, HOU, INR, ISD, RIX, SIS, THB, THS",common
Cavern of Souls,"2X2, AVR, LCI, LTC, MM3, PLCI, PLST, PRM, PUMA, UMA, ZNE",mythic
Ancestral Blade,"2XM, CMM, CMR, GN3, J25, M20, PLST",common
Angel of the Dawn,"2XM, CMR, M19",common
Archangel of Thune,"2XM, IMA, M14, PIO, SLD",mythic
Crusader of Odric,"2XM, FDN, INR, M13",common
Fencing Ace,"2XM, A25, ANB, CMM, CMR, DDL, E01, J25, M20, PLST, RTR",uncommon
Glint-Sleeve Artisan,"2XM, KLD, KLR, PLST",common
Master Splicer,"2XM, M20, MM3, MOC, NPH, PLST",uncommon
Revoke Existence,"2XM, BNG, DDI, SOM, THB",common
Sanctum Spirit,"2XM, DOM",common
Strength of Arms,"2XM, GN3, INR, SIR, SOI",common
Thraben Inspector,"2XM, CMM, HA4, INR, J22, PLST, PRCQ, SIR, SOI, TSR",common
Topple the Statue,"2XM, WAR",uncommon
Valorous Stance,"2XM, AFC, CMR, CP3, DBL, FDN, FRF, GN3, INR, J22, J25, JMP, OTC, PIP, PLST, PRM, VOW",uncommon
Cloudreader Sphinx,"2XM, DOM, JMP, PLST",common
Corridor Monitor,"2XM, ELD",common
Frogify,"2XM, ELD, PLST",common
Metallic Rebuke,"2XM, AER, KLR, PLST",common
Relic Runner,"2XM, DOM",common
Sentinel of the Pearl Trident,"2XM, DOM",uncommon
Thirst for Knowledge,"2XM, BRC, C18, CMR, DDF, F08, HOP, JMP, MMA, MRD, NEO, PIP, PRM, TD2, WC04",uncommon
Bone Picker,"2XM, AKH, AKR, J22, JMP, PLST",common
Cast Down,"2XM, CLB, CMR, DOM, HBG, PDOM, PLST, PMEI, PRM",common
Costly Plunder,"2XM, PLST, PW24, XLN",common
Defiant Salvager,"2XM, AER, CMR, KLR",common
Dire Fleet Hoarder,"2XM, J25, XLN",common
Divest,"2XM, DOM",common
Driver of the Dead,"2XM, AVR, CN2, DDQ, FDN, PLST",common
Fatal Push,"2XM, ACR, AER, F17, KLR, PLST, PRM, SLD, SLP",uncommon
Heartless Pillage,"2XM, OTP, XLN",common
Ovalchase Daredevil,"2XM, KLD, PIO",uncommon
Thoughtseize,"2XM, AKR, IMA, LRW, MP2, OTP, PRM, SLD, THS, TSR",rare
Toxic Deluge,"2XM, C13, CC2, CMM, EMA, LTC, MH3, MKC, PRM, PZ1",rare
Abrade,"2XM, AKR, BLC, BRC, CMM, CMR, DBL, FDN, GN3, HOU, INR, LCI, PHOU, PLST, PRM, SCD, SLD, TDC, VOW",common
Battle-Rattle Shaman,"2XM, BBD, E01, FDN, IMA, J25, M21, MM3, PLST, ROE",common
Cathartic Reunion,"2XM, ACR, IKO, KLD, KLR, PLST, SLD, SS3",common
Lightning Axe,"2XM, INR, J22, JMP, PLST, SIR, SOI, TSP, TSR",common
Orcish Vandal,"2XM, DOM",common
Rapacious Dragon,"2XM, CMM, FDN, GN3, J22, J25, JMP, M20, PLST, SCD, TDC",common
Ravenous Intruder,"2XM, AER, KLR",uncommon
Salivating Gremlins,"2XM, KLD, KLR, PLST",common
Thopter Engineer,"2XM, BLC, C18, C21, ORI, PIO, PLST",uncommon
Bloodbriar,"2XM, EMN, SIR",common
Clear Shot,"2XM, DBL, EMN, INR, J25, MID, OTP, PIO, PLST, SIR",common
Conclave Naturalists,"2XM, ORI, PIO, PORI, PRM",common
Doubling Season,"2XM, BBD, CMM, FDN, G11, MMA, PFDN, PRM, RAV, WOT",mythic
Fierce Empath,"2XM, A25, ARC, CMD, CMM, DDU, FDN, M21, PLST, SCG, SLD",common
Might of the Masses,"2XM, GRN, J22, J25, M20, ORI, PLST, ROE",common
Reclamation Sage,"2XM, C14, C18, C20, CMA, CMR, FDN, J22, KHC, LTC, M15, M19, PLST, PM15, PRM, SCD, SLD, TSR",uncommon
Shamanic Revelation,"2XM, AFC, BLC, C16, C19, C21, FRF, MIC, NCC, NEC, PFRF, PIO, PLST, PRM, SCD",rare
Ulvenwald Mysteries,"2XM, INR, J21, J25, MKC, PLST, SIR, SOI",uncommon
Woodland Champion,"2XM, J22, J25, M20",uncommon
"Breya, Etherium Shaper","2XM, C16, MH3, OC16, PZ2, SLD",mythic
Ghor-Clan Rampager,"2XM, F13, GK2, GTC, MM3, PIO, PLST, PRM",uncommon
Hidden Stockpile,"2XM, AER, KLR, PLST",uncommon
"Jhoira, Weatherlight Captain","2XM, BRC, DOM, PDOM, SLD",rare
Maelstrom Pulse,"2XM, ARB, BLC, FDN, HA2, INR, M3C, MMA, MP2, PGPX, PRM, PUMA, UMA",rare
Progenitor Mimic,"2XM, C16, DGM, GK2, PIO",rare
The Scarab God,"2XM, AKR, CMM, DRC, HOU, MP2, PHOU, SLD",mythic
Swiftblade Vindicator,"2XM, FDN, GRN, PFDN, PGRN",rare
Unlicensed Disintegration,"2XM, F17, KLD, KLR, PLST, PRM, SCD",uncommon
Adaptive Automaton,"2XM, 40K, BRR, E02, FDN, M12, SLD",rare
Basilisk Collar,"2XM, AFC, CLB, DSC, FDN, HBG, MM3, PCLB, PIP, PLST, SLD, WWK",rare
Chief of the Foundry,"2XM, BRC, C18, J25, KLD, KLR, ORI, PKLD",uncommon
Eager Construct,"2XM, BBD, GNT, J25, KLD, KLR",common
Expedition Map,"2XM, FDN, J22, LCC, M3C, MM2, PLST, PRM, ZEN",common
Gleaming Barrier,"2XM, FDN, J22, RIX",common
Iron Bully,"2XM, J22, WAR",common
Jhoira's Familiar,"2XM, DOM",uncommon
Magnifying Glass,"2XM, C18, J22, MKM, SIR, SOI",common
Sphinx of the Guildpact,"2XM, RNA",uncommon
Collective Effort,"40K, EMN, ONC, PEMN, SIR",rare
Aetherize,"40K, BLC, C15, DDO, FDN, GTC, IMA, LCC, PLST, RVR, SCD, SLD, ZNC",uncommon
Reconnaissance Mission,"40K, IKO, VOC, WOC",uncommon
Bile Blight,"40K, BNG, F14, PIO, PRM",uncommon
Cultivate,"40K, A25, AFC, BLC, C13, C16, C17, C18, C19, C20, C21, CLB, CM2, CMD, CMM, CMR, DMC, DSC, E01, F11, J22, LCC, LTC, M11, M21, MOC, NCC, ONC, PC2, PCA, PIP, PLST, PRM, PW23, PZ1, SCD, SLD, STA, TDC, WHO",common
Inspiring Call,"40K, C16, CM2, DTK, FDN, IMA, JMP, LCC, MIC, MOC, PIP, ZNC",uncommon
New Horizons,"40K, FDN, JMP, PLST, WAR, XLN",common
Mortify,"40K, ACR, C16, C17, C18, CM2, CMA, CMD, CNS, DDK, DMC, E02, FDN, GPT, LTC, MOC, ONC, P07, PLST, PRM, PRNA, RNA, SCH, SLD, TSR",uncommon
Utter End,"40K, AFC, C16, C18, C21, DSC, KTK, LCC, MOC, NCC, PKTK, PLST, PRM",rare
Arcane Signet,"40K, AFC, ANB, BLC, BRC, C20, C21, CLB, CMM, CMR, DMC, DRC, DSC, ELD, FDC, KHC, LCC, LTC, M3C, MB2, MIC, MKC, MOC, NCC, NEC, ONC, OTC, P30M, PIP, PLST, PRM, PSVC, SCD, SLD, TDC, VOC, WHO, WOC, ZNC",common
Chromatic Lantern,"40K, BRR, C16, CMM, DRC, GRN, J25, LTC, M3C, MPS, ONC, OTC, PGRN, PLG25, PLST, RTR, RVR, SLD",rare
Gilded Lotus,"40K, BLC, BRR, CMM, DOM, FDN, M13, MRD, PDOM, SLD, V13",rare
Hedron Archive,"40K, BFZ, BLC, BRC, C17, C18, C19, C21, CLB, CMM, DMC, FDN, J22, JMP, M3C, MOC, SCD, SLD, TSR",uncommon
Icon of Ancestry,"40K, CMM, LCC, M20, PM20",rare
Mystic Forge,"40K, BRR, CMM, M20, M3C, PIP, PM20",rare
Worn Powerstone,"40K, C14, C15, C17, C18, CM2, CMM, DDE, EMA, HA7, LCC, LTC, MH3, PLST, PMEI, PZ1, SCD, USG, WC99",uncommon
Choked Estuary,"40K, AFC, CLB, LCC, LTC, MIC, MKC, MOC, NCC, PSOI, SCD, SIR, SOI, WHO, WOC",rare
Command Tower,"40K, AFC, ANB, BLC, BRC, C13, C15, C16, C17, C18, C19, C20, C21, CC1, CC2, CLB, CM1, CM2, CMA, CMD, CMM, CMR, DMC, DRC, DSC, ELD, FDC, J12, KHC, LCC, LTC, M3C, MB2, MIC, MKC, MOC, NCC, NEC, ONC, OTC, PIP, PLST, PRM, PZ1, REX, SCD, SLD, TDC, VOC, WHO, WOC, ZNC",common
Desert of the Glorified,"40K, AKR, DRC, HOU",common
Dismal Backwater,"40K, C16, C17, C18, DDQ, DFT, EMA, FDN, FRF, IKO, KTK, M20, M21, MOM, NEO, PLST, SCD, TDM, ZNC",common
Evolving Wilds,"40K, AFR, AKH, AKR, ANB, BFZ, BLC, BRC, BRO, C13, C14, C15, C16, C17, C18, C19, CLB, CM2, CMA, CMD, CMR, CN2, DBL, DDH, DDK, DDN, DDO, DDP, DKA, DMC, DRC, DSC, DTK, F12, FDN, IKO, IMA, INR, J22, J25, LCC, LTC, M13, M15, M20, M3C, MID, MM2, MOC, ORI, OTC, PANA, PIO, PIP, PLST, PRIX, PRM, PTKDF, RIX, ROE, SIS, SLD, TDM, VOW, WHO, WOE, ZNC",common
Foreboding Ruins,"40K, AFC, DMC, DSC, LCC, LTC, NCC, PSOI, SCD, SIR, SOI, VOC, WHO",rare
Frontier Bivouac,"40K, C16, C17, C20, CMM, DMC, DRC, KTK, MOC, PLST, TDM, WHO",uncommon
Game Trail,"40K, AFC, BLC, CLB, LCC, MKC, MOC, NCC, NEC, PLST, PSOI, SCD, SIR, SOI, WHO",rare
Memorial to Glory,"40K, DOM, J25, PIP",uncommon
Port Town,"40K, AFC, CMM, LTC, M3C, MOC, NCC, NEC, PRM, PSOI, SCD, SIR, SOI, VOC, WHO",rare
Reliquary Tower,"40K, BLC, BRC, C14, C15, C16, C19, C20, C21, CLB, CM2, CMM, CMR, CON, DMC, DSC, F13, LCC, M13, M19, M3C, MB2, MKC, OTC, PF23, PLG20, PLST, PM19, PRM, SLD, TDC, WHO",uncommon
Rugged Highlands,"40K, C16, C19, DDS, DFT, EMA, FDN, FRF, IKO, KTK, M20, M21, MOM, NEO, SCD, TDM",common
Scoured Barrens,"40K, C15, C17, C18, DFT, EMA, FDN, FRF, IKO, KTK, LTC, M20, M21, MOM, NEO, PLST, TDM",common
Swiftwater Cliffs,"40K, BLB, C15, C16, C17, C18, C19, DDS, DDU, DFT, EMA, FDN, FRF, IKO, KTK, M20, M21, MOM, NEO, PLST, TDM",common
Temple of Abandon,"40K, BLC, CLB, FDN, M3C, MKC, MOC, NEC, PIP, PRM, PTHB, SCD, TDC, THB, THS, WHO",rare
Temple of Epiphany,"40K, BLC, BRC, C21, CLB, CMM, DDU, DRC, FDN, JOU, M20, M21, M3C, MOC, NCC, OTC, PIP, PLST, PM20, PM21, PRM, TDC, WHO",rare
Temple of Mystery,"40K, BLC, C21, CP1, DSC, FDN, LCC, M20, M21, M3C, MKC, MOC, NCC, OTC, PIP, PM20, PM21, PRM, TDC, THS, WHO",rare
Thornwood Falls,"40K, C15, C16, C18, C19, CMR, DFT, DSC, ELD, EMA, FDN, FRF, IKO, KTK, LTC, M20, M21, M3C, MOM, NEO, PLST, TDM",common
Tranquil Cove,"40K, C18, C19, DDQ, DFT, EMA, FDN, FRF, IKO, KHC, KTK, LTC, M20, M21, MOM, NEO, SCD, TDM",common
Unclaimed Territory,"40K, C20, CMM, LCC, M3C, MIC, PLST, PW23, PXLN, VOC, XLN",uncommon
Ball Lightning,"4BB, 4ED, 5ED, A25, BTD, DRK, FDN, G01, JMP, M10, MB2, ME1, P30A, PD2, PRM, REN, WC98",rare
Immolation,"4BB, 4ED, DBL, LEG, ME3, MID, REN",common
Feldon's Cane,"5ED, ATQ, BCHR, CHR, FDN, PTC, RIN, TSB",uncommon
Reprisal,"6ED, 7ED, ALL, DDG, JOU, ME2, PIO, WC02",uncommon
Volcanic Dragon,"6ED, ANB, ATH, CMR, M12, M19, M20, MIR, PLST, POR, S99, XANA",rare
Volcanic Geyser,"6ED, E01, FNM, M13, M14, M21, MIR, PLST, PRM",uncommon
Confiscate,"7ED, 8ED, 9ED, CMR, DMR, FDN, PSAL, TD0, USG, WC00",uncommon
Coral Merfolk,"7ED, ANB, M10, M12, M14, M20, USG, W17",common
Sleight of Hand,"7ED, 9ED, ME4, P02, PLG24, S99, SLP, UMA, WOE",common
Corrupt,"7ED, BRO, DDC, DDD, DVD, GVL, M11, M14, P08, PIDW, PLST, PRM, SHM, USG",common
Duress,"7ED, DBL, DDC, DMR, DTK, DVD, EMA, F05, FDN, IMA, J21, M10, M11, M13, M14, M19, M20, M21, MD1, MID, ONE, PAL00, PANA, PD3, PIDW, PLST, PMEI, PRM, SLD, STA, USG, WC01, WC02, WC99, XLN",common
Thorn Elemental,"7ED, 8ED, DOM, O90P, PMEI, S99, UDS",rare
Rewind,"8ED, 9ED, M13, M21, MM3, PAL99, PLST, PRM, SLD, USG, WC04",uncommon
Sage of Lat-Nam,"8ED, ATQ, DOM, PLST",rare
Ambition's Cost,"8ED, C15, C17, C20, C21, CLB, CMA, DDR, DMC, HBG, KHC, MOC, PLST, PRM, PTK, SCD, XANA",uncommon
Phyrexian Arena,"8ED, 9ED, APC, C15, CC2, CN2, DDE, FDN, HA1, HOP, MKC, ONE, PFDN, PLST, PONE, TD0, WC01",rare
Zombify,"8ED, 9ED, A25, ARC, FDN, ODY, P06, PRM, PS11, WC03",uncommon
Leonin Skyhunter,"9ED, DDG, FDN, MBS, MRD, PSAL",uncommon
Phyrexian Gargantua,"9ED, APC, C13, C14, CMM, DDE, EMA, JMP, MOM, PLST",uncommon
Groundskeeper,"9ED, INR, MMQ, SIR, SOI, UMA",uncommon
Dauntless Cathar,"A25, INR, PLST, SIR, SOI",common
Decree of Justice,"A25, C14, C20, DDO, G07, J22, MH3, PLST, PRM, SCG, TD0, VMA, WC03, WC04",rare
Griffin Protector,"A25, DMU, M13, M20",common
Lunarch Mantle,"A25, EMN, INR, PLST, SIR",common
Renewed Faith,"A25, AKH, AKR, DMR, ONS, PLST, VMA, WC03, WC04",common
Rest in Peace,"A25, ACR, AKR, BIG, MB2, PLST, PRM, RTR, RVR, SLD, SS2, WOT",rare
"Thalia, Guardian of Thraben","A25, DBL, DKA, HA2, MUL, PRM, PVOW, SLD, VOW, WMC",rare
Bident of Thassa,"A25, BLC, BRC, C15, LCC, M3C, PIO, PRM, PTHS, SCD, THS",rare
Dragon's Eye Savants,"A25, KTK, PLST",common
Mystic of the Hidden Way,"A25, KTK, PLST, PRM, UGIN",common
Pact of Negation,"A25, AKR, FUT, LTC, MB2, MMA, MP2, PLST, TSR",rare
Reef Worm,"A25, C14, C21, MH3",rare
Retraction Helix,"A25, BNG, PIO, PLST",common
Totally Lost,"A25, BBD, GTC, M19, PLST, RVR, WAR",common
Dusk Legion Zealot,"A25, GN3, LCC, PLST, RIX",common
Horror of the Broken Lands,"A25, AKH, AKR",common
Murder,"A25, ACR, ANB, CLB, CMR, CN2, DSK, EMN, J25, M13, M19, M20, MKM, OTP, PLST, PM19, PRM, SCD, SNC, ZNC",common
Phyrexian Obliterator,"A25, HA3, NPH, ONE, PLST, PONE",mythic
Ravenous Chupacabra,"A25, CLB, GN3, JMP, MKC, PLST, PW23, RIX, SLD",uncommon
Ruthless Ripper,"A25, KTK, PRM, UGIN",common
Triskaidekaphobia,"A25, INR, J22, PSOI, SIR, SOI",rare
Zulaport Cutthroat,"A25, BFZ, BLC, C20, CLB, EA2, GNT, PIO, PLST, SLD, TSR, ZNC",uncommon
Act of Treason,"A25, DDN, DPA, GTC, JMP, KTK, M10, M11, M12, M14, M19, M20, ORI, PLST, PS11, RNA, RVR",common
Chandra's Outrage,"A25, ARC, E01, M11, M12, M14, M20, MM3, PMEI",common
Frenzied Goblin,"A25, CLU, DDN, F15, FDN, GK1, J22, M15, PRM, PSAL, RAV",common
Hordeling Outburst,"A25, DDT, F15, J21, J22, KTK, ONC, PLST, PRM",common
Humble Defector,"A25, C16, C20, C21, CMR, FRF, LTC, OTC, PIO, PLST, PRM",uncommon
Pyre Hound,"A25, SIR, SOI",common
Thresher Lizard,"A25, AKH, AKR, PLST",common
Trumpet Blast,"A25, BBD, CN2, CNS, IMA, KTK, M10, M13, M19, UDS",common
Uncaged Fury,"A25, INR, J25, M20, PLST, SIR, SOI",common
"Azusa, Lost but Seeking","A25, CHK, CMM, J16, M21, OCM1, PM21, PRM, SLD",rare
Colossal Dreadmaw,"A25, J22, J25, M19, M21, MB2, PLST, RIX, SLD, XLN",common
Epic Confrontation,"A25, BRO, DTK, PLST",common
Plummet,"A25, AFR, ARC, BFZ, CN2, CNS, DBL, HBG, IKO, M11, M12, M13, M14, M15, M19, M20, MID, MM2, ORI, PLST, RIX, THB",common
Vessel of Nascency,"A25, SIR, SOI",common
Wildheart Invoker,"A25, CMR, DDP, DDU, FDN, JMP, ROE",common
Woolly Loxodon,"A25, KTK, PLST",common
Boros Charm,"A25, C13, C16, C21, CMR, FDN, GK1, GTC, NCC, ONC, OTC, PRM, SLD",uncommon
Cloudblazer,"A25, AFC, BLC, FDN, KHC, KLD, KLR, SCD",uncommon
Lorescale Coatl,"A25, ARB, C15, DDO, M21, MM2",uncommon
Notion Thief,"A25, DGM, LTC, PIO, SPG, ZNC",rare
Prophetic Prism,"A25, BRC, CLB, CMD, CMM, CMR, DMC, GTC, HBG, J25, JMP, KLD, KLR, ONE, PLST, ROE, WOE",common
Self-Assembler,"A25, BRR, J22, KLD, KLR",common
Swiftfoot Boots,"A25, AFC, BLC, BRC, BRR, C13, C14, C15, C16, C17, C18, C20, CLB, CM2, CMA, CMR, FDN, KHC, LCC, M12, MIC, NCC, NEC, OTC, PIP, PL23, PLST, PRM, PW22, PZ1, SCD, SLD, TDC, VOC",uncommon
Temporal Trespass,"ACR, FRF, PIO",mythic
Black Market Connections,"ACR, CLB, HBG, LCC, PLST",rare
Reconstruct History,"ACR, PLST, STX",uncommon
Hired Blade,"ACR, M19, PLST",common
Stone Quarry,"ACR, AKH, C17, C19, CMR, KLD, M19, RIX, SIR, SOI, XLN",uncommon
Submerged Boneyard,"ACR, AER, AKH, C18, M19, OGW, SCD, ZNC",uncommon
Aeronaut Admiral,"AER, KLR, NEC",uncommon
Aether Inspector,"AER, KLR",common
Airdrop Aeronauts,"AER, KLR",uncommon
Alley Evasion,"AER, KLR, PLST",common
Audacious Infiltrator,"AER, KLR",common
Bastion Enforcer,"AER, M20",common
Conviction,"AER, KLR, PLST, STH, TPR, UMA",common
Countless Gears Renegade,"AER, KLR, PLST",common
Dawnfeather Eagle,"AER, KLR",common
Restoration Specialist,"AER, KLR, PLST",uncommon
"Sram, Senior Edificer","AER, AFC, CMR, KLR, MUL, NEC, PAER, SLD, TSR",rare
Sram's Expertise,"AER, KLR, PAER",rare
Thopter Arrest,"AER, KLR",uncommon
Aether Swooper,"AER, KLR",common
"Baral, Chief of Compliance","AER, KLR, MUL, PAER, PLST, SLD, TSR",rare
Baral's Expertise,"AER, KLR, OTC, PAER, TDC",rare
Disallow,"AER, DRC, KLR, PAER",rare
Hinterland Drake,"AER, KLR, PLST",common
Ice Over,"AER, KLR",common
Illusionist's Stratagem,"AER, KLR",uncommon
Leave in the Dust,"AER, J22, JMP, KLR",common
Negate,"AER, BBD, CN2, DMU, DPA, DTK, FDN, M10, M11, M12, M13, M14, M15, M20, MOM, MOR, OGW, ORI, P09, PLST, PM20, PRM, PS11, RIX, SCD, SS1, STA, ZNR",common
Shielded Aether Thief,"AER, KLR",uncommon
Shipwreck Moray,"AER, KLR",common
Skyship Plunderer,"AER, KLR, NCC",uncommon
Trophy Mage,"AER, DDU, KLR, PAER, PRM",uncommon
Whir of Invention,"AER, KLR, PAER, PLST, SLD, SPG",rare
Wind-Kin Raiders,"AER, KLR, PLST",uncommon
Aether Poisoner,"AER, KLR",common
Alley Strangler,"AER, J22, KLR, PLST",common
Daring Demolition,"AER, KLR, PLST",common
Fen Hauler,"AER, KLR, PLST",common
Foundry Hornet,"AER, KLR",uncommon
Fourth Bridge Prowler,"AER, KLR",common
Gifted Aetherborn,"AER, GN3, JMP, KLR, PLST, SCH",uncommon
Glint-Sleeve Siphoner,"AER, KLR, PAER",rare
Herald of Anguish,"AER, BRC, KLR, PAER",mythic
Night Market Aeronaut,"AER, KLR",common
Sly Requisitioner,"AER, KLR",uncommon
Vengeful Rebel,"AER, KLR",uncommon
Yahenni's Expertise,"AER, KLR, PAER, PRM",rare
Aether Chaser,"AER, KLR",common
Chandra's Revolution,"AER, KLR, PLST",common
Destructive Tampering,"AER, GN2, J22, KLR, M21, PLST",common
Enraged Giant,"AER, KLR",uncommon
Freejam Regent,"AER, KLR, PAER",rare
Frontline Rebel,"AER, KLR, PLST",common
Hungry Flames,"AER, J22, JMP, KLR",uncommon
Indomitable Creativity,"AER, KLR, OTP, PAER",mythic
Invigorated Rampage,"AER, J25, KLR, PLST",uncommon
"Kari Zev, Skyship Raider","AER, DMC, J22, KLR, LCC, PAER, PLST",rare
Kari Zev's Expertise,"AER, KLR, PAER",rare
Lathnu Sailback,"AER, KLR",common
Precise Strike,"AER, KLR",common
Quicksmith Rebel,"AER, KLR, PAER, PRM",rare
Scrapper Champion,"AER, KLR",uncommon
Siege Modification,"AER, KLR, PLST",uncommon
Sweatworks Brawler,"AER, KLR, PLST",common
Druid of the Cowl,"AER, FDN, KLR, M19, PLST",common
Greenbelt Rampager,"AER, KLR, PAER, PLST",rare
Heroic Intervention,"AER, AFC, CMM, KLR, LTC, M21, PAER, PIP, PM21, PRM, SLD, WHO",rare
Highspire Infusion,"AER, KLR",common
Lifecraft Cavalry,"AER, KLR",common
Maulfist Revolutionary,"AER, KLR",uncommon
Monstrous Onslaught,"AER, CMR, KLR",uncommon
Narnam Renegade,"AER, KLR",uncommon
Peema Aether-Seer,"AER, DRC, KLR",uncommon
Prey Upon,"AER, AJMP, CN2, DDL, E02, EMN, GRN, ISD, J22, M13, PLST, UMA",common
Ridgescale Tusker,"AER, KLR",uncommon
Rishkar's Expertise,"AER, AFC, KLR, LCC, M3C, NCC, NEC, PAER, PW25, WOC",rare
Unbridled Growth,"AER, KLR",common
Ajani Unyielding,"AER, C20, KLR, NCC, PAER",mythic
Dark Intimations,"AER, KLR, PAER",rare
Maverick Thopterist,"AER, C18, DDU, KLR, PLST",uncommon
Oath of Ajani,"AER, KLR, PAER",rare
Outland Boar,"AER, KLR",uncommon
Renegade Rallier,"AER, F17, KLR, PRM",uncommon
Renegade Wheelsmith,"AER, KLR",uncommon
Rogue Refiner,"AER, DRC, KLR",uncommon
Spire Patrol,"AER, KLR",uncommon
Tezzeret the Schemer,"AER, KLR, PAER",mythic
Tezzeret's Touch,"AER, KLR",uncommon
Weldfast Engineer,"AER, KLR",uncommon
Winding Constrictor,"AER, KLR, PIP, PLST, SLD",uncommon
Aethersphere Harvester,"AER, KLR, M3C, PAER",rare
Barricade Breaker,"AER, KLR",uncommon
Consulate Turret,"AER, KLR",common
Crackdown Construct,"AER, PIO, PLST",uncommon
Daredevil Dragster,"AER, KLR",uncommon
Heart of Kiran,"AER, KLR, PAER",mythic
Hope of Ghirapur,"AER, KLR, PAER, PLST",rare
Implement of Examination,"AER, KLR",common
Implement of Malice,"AER, KLR, PLST",common
Irontread Crusher,"AER, KLR, PLST",common
Lifecrafter's Bestiary,"AER, C20, KLR, LCC, MIC, MKC, NCC, PAER, PW23",rare
Merchant's Dockhand,"AER, KLR, PAER",rare
Metallic Mimic,"AER, INR, KLR, LCC, PAER, SLD",rare
Mobile Garrison,"AER, KLR",common
Pacification Array,"AER, KLR",uncommon
Paradox Engine,"AER, KLR, MPS, PAER",mythic
Peacewalker Colossus,"AER, J22, KLR, NEC, PAER, SLD",rare
Renegade Map,"AER, KLR, PLST",common
Reservoir Walker,"AER, KLR",common
Scrap Trawler,"AER, BRR, C21, KLR, MOC, PAER, PRM",rare
